"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012724968","related spectra of 'Massbank:FIO00344 Praziquantel (Delta Mass:15.995)'","CCMSLIB00000214089|CCMSLIB00000215570",2608,"Drug_suspect","praziquantel","praziquantel","anthelmintic","infectious disease","gastrointestinal parasites|cystic hydatid disease|schistosomiasis","anthelmintic agent","FSVJFNAIGNNGKK-UHFFFAOYSA-N"
"CCMSLIB00012724969","related spectra of 'Massbank:FIO00474 Amitryptiline (Delta Mass:15.975)'","CCMSLIB00000214320|CCMSLIB00000215807",2609,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724970","related spectra of 'Massbank:FIO00474 Amitryptiline (Delta Mass:15.995)'","CCMSLIB00000214320|CCMSLIB00000215807",2610,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724971","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:-28.031)'","CCMSLIB00000214322|CCMSLIB00000215809",2611,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724972","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:-4.031)'","CCMSLIB00000214322|CCMSLIB00000215809",2612,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724973","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:-2.016)'","CCMSLIB00000214322|CCMSLIB00000215809",2613,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724974","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:-0.984)'","CCMSLIB00000214322|CCMSLIB00000215809",2614,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724975","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:0.984)'","CCMSLIB00000214322|CCMSLIB00000215809",2615,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724976","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:1.003)'","CCMSLIB00000214322|CCMSLIB00000215809",2616,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724977","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:13.98)'","CCMSLIB00000214322|CCMSLIB00000215809",2617,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724978","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:15.975)'","CCMSLIB00000214322|CCMSLIB00000215809",2618,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724979","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:15.995)'","CCMSLIB00000214322|CCMSLIB00000215809",2619,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724980","related spectra of 'Massbank:FIO00475 Amitryptiline (Delta Mass:28.031)'","CCMSLIB00000214322|CCMSLIB00000215809",2620,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724981","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:-28.031)'","CCMSLIB00000214324|CCMSLIB00000215811",2621,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724982","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:-2.016)'","CCMSLIB00000214324|CCMSLIB00000215811",2622,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724983","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:-0.984)'","CCMSLIB00000214324|CCMSLIB00000215811",2623,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724984","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:0.984)'","CCMSLIB00000214324|CCMSLIB00000215811",2624,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724985","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:1.003)'","CCMSLIB00000214324|CCMSLIB00000215811",2625,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724986","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:2.004)'","CCMSLIB00000214324|CCMSLIB00000215811",2626,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724987","related spectra of 'Massbank:FIO00476 Amitryptiline (Delta Mass:15.995)'","CCMSLIB00000214324|CCMSLIB00000215811",2627,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724988","related spectra of 'Massbank:FIO00897 Mycophenolic-acid (Delta Mass:-18.011)'","CCMSLIB00005777982",2628,"Drug_suspect","mycophenolic-acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-UHFFFAOYSA-N"
"CCMSLIB00012724989","related spectra of 'Massbank:FIO01037 Xanthotoxin (Delta Mass:-13.98)'","CCMSLIB00005777930",2629,"Drug_suspect","methoxsalen","methoxsalen","photoactivated radical generator|psoralen","dermatology","psoriasis","DNA synthesis inhibitor","QXKHYNVANLEOEG-UHFFFAOYSA-N"
"CCMSLIB00012724990","related spectra of 'Massbank:FIO01037 Xanthotoxin (Delta Mass:12.036)'","CCMSLIB00005777930",2630,"Drug_suspect","methoxsalen","methoxsalen","photoactivated radical generator|psoralen","dermatology","psoriasis","DNA synthesis inhibitor","QXKHYNVANLEOEG-UHFFFAOYSA-N"
"CCMSLIB00012724991","related spectra of 'Massbank:FIO01106 Carbamazepine (Delta Mass:45.985)'","CCMSLIB00005777760",2631,"Drug_suspect","carbamazepine","carbamazepine","mood stabilizer","neurology/psychiatry","seizures|trigeminal neuralgia","carboxamide antiepileptic","FFGPTBGBLSHEPO-UHFFFAOYSA-N"
"CCMSLIB00012724992","related spectra of 'Massbank:LQB00468 PC 28:0 (Delta Mass:-42.01)'","CCMSLIB00005736934",2632,"Drug_suspect","dimyristoylphosphatidylcholine","no_match","no_match","no_match","no_match","no_match","CITHEXJVPOWHKC-UHFFFAOYSA-O"
"CCMSLIB00012724993","related spectra of 'Massbank:LQB00468 PC 28:0 (Delta Mass:-28.031)'","CCMSLIB00005736934",2633,"Drug_suspect","dimyristoylphosphatidylcholine","no_match","no_match","no_match","no_match","no_match","CITHEXJVPOWHKC-UHFFFAOYSA-O"
"CCMSLIB00012724994","related spectra of 'Massbank:LQB00468 PC 28:0 (Delta Mass:14.016)'","CCMSLIB00005736934",2634,"Drug_suspect","dimyristoylphosphatidylcholine","no_match","no_match","no_match","no_match","no_match","CITHEXJVPOWHKC-UHFFFAOYSA-O"
"CCMSLIB00012724995","related spectra of 'Massbank:LQB00468 PC 28:0 (Delta Mass:30.01)'","CCMSLIB00005736934",2635,"Drug_suspect","dimyristoylphosphatidylcholine","no_match","no_match","no_match","no_match","no_match","CITHEXJVPOWHKC-UHFFFAOYSA-O"
"CCMSLIB00012724996","related spectra of 'Massbank:LU006002 Imidacloprid|N-[1-[(6-Chloro-3-pyridinyl)methyl]-4,5-dihydroimidazol-2-yl]nitramide|N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide (Delta Mass:1.003)'","CCMSLIB00005762340",2636,"Drug_suspect","imidacloprid","imidacloprid","insecticide","infectious disease","fleas","acetylcholine receptor antagonist","YWTYJOPNNQFBPC-UHFFFAOYSA-N"
"CCMSLIB00012724997","related spectra of 'Massbank:LU006002 Imidacloprid|N-[1-[(6-Chloro-3-pyridinyl)methyl]-4,5-dihydroimidazol-2-yl]nitramide|N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide (Delta Mass:15.995)'","CCMSLIB00005762340",2637,"Drug_suspect","imidacloprid","imidacloprid","insecticide","infectious disease","fleas","acetylcholine receptor antagonist","YWTYJOPNNQFBPC-UHFFFAOYSA-N"
"CCMSLIB00012724998","related spectra of 'Massbank:LU017303 Phenolphthalein|3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one (Delta Mass:14.016)'","CCMSLIB00005760483",2638,"Drug_suspect","phenolphthalein","phenolphthalein","no_match",NA,NA,"indicator dye","KJFMBFZCATUALV-UHFFFAOYSA-N"
"CCMSLIB00012724999","related spectra of 'Massbank:LU017303 Phenolphthalein|3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one (Delta Mass:27.047)'","CCMSLIB00005760483",2639,"Drug_suspect","phenolphthalein","phenolphthalein","no_match",NA,NA,"indicator dye","KJFMBFZCATUALV-UHFFFAOYSA-N"
"CCMSLIB00012725000","related spectra of 'Massbank:LU022003 Labetalol|2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide (Delta Mass:15.995)'","CCMSLIB00005764589",2640,"Drug_suspect","labetalol","labetalol","beta-adrenergic receptor inhibitor","cardiology","hypertension","adrenergic receptor antagonist","SGUAFYQXFOLMHL-UHFFFAOYSA-N"
"CCMSLIB00012725001","related spectra of 'Massbank:LU035804 Atorvastatin|(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (Delta Mass:15.995)'","CCMSLIB00005760904",2641,"Drug_suspect","atorvastatin","atorvastatin","HMG-CoA reductase inhibitor (statin)","neurology/psychiatry|cardiology|endocrinology","hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis","HMGCR inhibitor","XUKUURHRXDUEBC-KAYWLYCHSA-N"
"CCMSLIB00012725002","related spectra of 'Massbank:LU037802 Amiodarone|(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone (Delta Mass:15.995)'","CCMSLIB00005763929",2642,"Drug_suspect","amiodarone","amiodarone","antiarrhythmic","cardiology","ventricular arrhythmias","potassium channel blocker","IYIKLHRQXLHMJQ-UHFFFAOYSA-N"
"CCMSLIB00012725003","related spectra of 'Massbank:LU037802 Amiodarone|(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone (Delta Mass:29.974)'","CCMSLIB00005763929",2643,"Drug_suspect","amiodarone","amiodarone","antiarrhythmic","cardiology","ventricular arrhythmias","potassium channel blocker","IYIKLHRQXLHMJQ-UHFFFAOYSA-N"
"CCMSLIB00012725004","related spectra of 'Massbank:LU037803 Amiodarone|(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone (Delta Mass:13.98)'","CCMSLIB00005764299",2644,"Drug_suspect","amiodarone","amiodarone","antiarrhythmic","cardiology","ventricular arrhythmias","potassium channel blocker","IYIKLHRQXLHMJQ-UHFFFAOYSA-N"
"CCMSLIB00012725005","related spectra of 'Massbank:LU043802 Oxfendazole|methyl N-[6-(benzenesulfinyl)-1H-benzimidazol-2-yl]carbamate (Delta Mass:15.995)'","CCMSLIB00005760054",2645,"Drug_suspect","oxfendazole","oxfendazole","benzimidazoles and related substances|veterinary","infectious disease","lungworms|tapeworm|gastrointestinal roundworms","anthelmintic agent","BEZZFPOZAYTVHN-UHFFFAOYSA-N"
"CCMSLIB00012725006","related spectra of 'Massbank:LU046702 Glipizide|N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide (Delta Mass:15.995)'","CCMSLIB00005760254",2646,"Drug_suspect","glipizide","glipizide","sulfonylurea","endocrinology","type 2 diabetes mellitus","insulin secretagogue","ZJJXGWJIGJFDTL-UHFFFAOYSA-N"
"CCMSLIB00012725007","related spectra of 'Massbank:LU048702 Meloxicam|4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide (Delta Mass:15.995)'","CCMSLIB00005765037",2647,"Drug_suspect","meloxicam","meloxicam","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
"CCMSLIB00012725008","related spectra of 'Massbank:LU048702 Meloxicam|4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide (Delta Mass:29.974)'","CCMSLIB00005765037",2648,"Drug_suspect","meloxicam","meloxicam","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
"CCMSLIB00012725009","related spectra of 'Massbank:LU053503 Cetirizine|2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid (Delta Mass:-58.006)'","CCMSLIB00005759946",2649,"Drug_suspect","cetirizine","cetirizine","histamine-1 (H1) inhibitor","allergy","allergic rhinitis|urticaria","histamine receptor antagonist","ZKLPARSLTMPFCP-UHFFFAOYSA-N"
"CCMSLIB00012725010","related spectra of 'Massbank:LU053503 Cetirizine|2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid (Delta Mass:21.984)'","CCMSLIB00005759946",2650,"Drug_suspect","cetirizine","cetirizine","histamine-1 (H1) inhibitor","allergy","allergic rhinitis|urticaria","histamine receptor antagonist","ZKLPARSLTMPFCP-UHFFFAOYSA-N"
"CCMSLIB00012725011","related spectra of 'Massbank:LU063804 Triamterene|6-phenylpteridine-2,4,7-triamine (Delta Mass:15.995)'","CCMSLIB00005764668",2651,"Drug_suspect","triamterene","triamterene","potassium-sparing diuretic","cardiology","hypokalemia|hypertension|edema","sodium channel blocker","FNYLWPVRPXGIIP-UHFFFAOYSA-N"
"CCMSLIB00012725014","related spectra of 'Massbank:LU090402 Methylprednisolone (Delta Mass:2.016)'","CCMSLIB00005764667",2654,"Drug_suspect","methylprednisolone","methylprednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","VHRSUDSXCMQTMA-PJHHCJLFSA-N"
"CCMSLIB00012725015","related spectra of 'Massbank:LU094303 Amitriptyline|N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine (Delta Mass:1.003)'","CCMSLIB00005761267",2655,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012725016","related spectra of 'Massbank:LU101703 2-Ethylhexyl 4-(dimethylamino)benzoate (Delta Mass:-42.047)'","CCMSLIB00005765720",2656,"Drug_suspect","Padimate O","no_match","no_match","no_match","no_match","no_match","WYWZRNAHINYAEF-UHFFFAOYSA-N"
"CCMSLIB00012725017","related spectra of 'Massbank:LU101703 2-Ethylhexyl 4-(dimethylamino)benzoate (Delta Mass:-14.016)'","CCMSLIB00005765720",2657,"Drug_suspect","Padimate O","no_match","no_match","no_match","no_match","no_match","WYWZRNAHINYAEF-UHFFFAOYSA-N"
"CCMSLIB00012725018","related spectra of 'Massbank:LU102102 8-Methoxypsoralen|Methoxsalen|9-methoxyfuro[3,2-g]chromen-7-one (Delta Mass:14.016)'","CCMSLIB00005765755",2658,"Drug_suspect","methoxsalen","methoxsalen","photoactivated radical generator|psoralen","dermatology","psoriasis","DNA synthesis inhibitor","QXKHYNVANLEOEG-UHFFFAOYSA-N"
"CCMSLIB00012725019","related spectra of 'Massbank:LU104703 Sulfasalazine|2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid (Delta Mass:-18.011)'","CCMSLIB00005761266",2659,"Drug_suspect","sulfasalazine","sulfasalazine","aminosalicylate","gastroenterology|rheumatology","ulcerative colitis|Crohn's disease|rheumatoid arthritis","cyclooxygenase inhibitor","NCEXYHBECQHGNR-UHFFFAOYSA-N"
"CCMSLIB00012725020","related spectra of 'Massbank:LU104752 Sulfasalazine|2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid (Delta Mass:12.0)'","CCMSLIB00005766956",2660,"Drug_suspect","sulfasalazine","sulfasalazine","aminosalicylate","gastroenterology|rheumatology","ulcerative colitis|Crohn's disease|rheumatoid arthritis","cyclooxygenase inhibitor","NCEXYHBECQHGNR-UHFFFAOYSA-N"
"CCMSLIB00012725021","related spectra of 'Massbank:LU130903 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:-76.031)'","CCMSLIB00005766542",2661,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012725022","related spectra of 'Massbank:LU130903 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:1.003)'","CCMSLIB00005766542",2662,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012725023","related spectra of 'Massbank:LU130903 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:15.995)'","CCMSLIB00005766542",2663,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012725024","related spectra of 'Massbank:MSJ00169 alpha-Tocopherol|Vitamin E (Delta Mass:-16.031)'","CCMSLIB00005777334",2664,"Drug_suspect","tocofersolan","alpha-tochopherol","vitamins","metabolism","vitamin E deficiency","antioxidant|vitamin E","GVJHHUAWPYXKBD-IEOSBIPESA-N"
"CCMSLIB00012725025","related spectra of 'Massbank:MSJ00169 alpha-Tocopherol|Vitamin E (Delta Mass:15.012)'","CCMSLIB00005777334",2665,"Drug_suspect","tocofersolan","alpha-tochopherol","vitamins","metabolism","vitamin E deficiency","antioxidant|vitamin E","GVJHHUAWPYXKBD-IEOSBIPESA-N"
"CCMSLIB00012725026","related spectra of 'Massbank:NA002775 Yohimbine|methyl (1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate (Delta Mass:42.01)'","CCMSLIB00005768391",2666,"Drug_suspect","yohimbine","rauwolscine","drugs used in erectile dysfunction","urology","erectile dysfunction","adrenergic receptor antagonist","BLGXFZZNTVWLAY-SCYLSFHTSA-N"
"CCMSLIB00012725027","related spectra of 'Massbank:PR307644 Icariin|3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(4-methoxyphenyl)-8-(3-methyl-2-buten-1-yl)-4H-1-benzopyran-4-one (Delta Mass:21.984)'","CCMSLIB00005742554",2667,"Drug_suspect","ICARIIN","icariin","no_match",NA,NA,"phosphodiesterase inhibitor","TZJALUIVHRYQQB-XLRXWWTNSA-N"
"CCMSLIB00012725028","related spectra of 'Massbank:TUE00082 Atenolol (Delta Mass:14.999)'","CCMSLIB00005755105",2668,"Drug_suspect","atenolol","atenolol-(-)","beta-adrenergic receptor inhibitor","cardiology","hypertension|angina pectoris|acute myocardial infarction","adrenergic receptor antagonist","METKIMKYRPQLGS-UHFFFAOYSA-N"
