analog_libid,name_analog,parent_drug_libid,delta_mass,analog_mgf_scan,chemical_source,name_connected_compound,pharmacologic_class,therapeutic_area,therapeutic_indication,mechanism_of_action,inchikey
CCMSLIB00012723784,related spectra of 'tadalafil (delta mass:2.02)',CCMSLIB00000078956|CCMSLIB00010150670|CCMSLIB00010150672|CCMSLIB00010150673,2.02,1424,Drug_analog,tadalafil|tadalafil,phosphodiesterase-5 (PDE-5) inhibitor,urology,erectile dysfunction|benign prostatic hyperplasia|pulmonary arterial hypertension (PAH),phosphodiesterase inhibitor,WOXKDUGGOYFFRN-IIBYNOLFSA-N
CCMSLIB00012723785,"related spectra of '(s)-carvedilol (delta mass:-14.01)', 'carvedilol (delta mass:-14.01)', 'carvedilol (delta mass:-14.02)', '(r)-carvedilol (delta mass:-14.02)', '(r)-carvedilol (delta mass:-14.01)', '(s)-carvedilol (delta mass:-14.02)'",CCMSLIB00000078306|CCMSLIB00000078949|CCMSLIB00006117050|CCMSLIB00006117052|CCMSLIB00006117054|CCMSLIB00006117056|CCMSLIB00006117057|CCMSLIB00006117068|CCMSLIB00006117069|CCMSLIB00006117071|CCMSLIB00006117073|CCMSLIB00006117075|CCMSLIB00010130242|CCMSLIB00010130244|CCMSLIB00010130245|CCMSLIB00010130247|CCMSLIB00010130248|CCMSLIB00010143769|CCMSLIB00010143771|CCMSLIB00010143774|CCMSLIB00010152218|CCMSLIB00010152219|CCMSLIB00010152221|CCMSLIB00010152224,-14.02,1425,Drug_analog,carvedilol|carvedilol,alpha adrenergic blocker|beta-adrenergic receptor inhibitor,cardiology,myocardial infarction|hypertension,adrenergic receptor antagonist,OGHNVEJMJSYVRP-UHFFFAOYSA-N|OGHNVEJMJSYVRP-QGZVFWFLSA-N|OGHNVEJMJSYVRP-KRWDZBQOSA-N
CCMSLIB00012723786,related spectra of 'dovitinib (delta mass:1.01)',CCMSLIB00010136205|CCMSLIB00010136206|CCMSLIB00010136208|CCMSLIB00010148500|CCMSLIB00010148501|CCMSLIB00010148503,1,1426,Drug_analog,dovitinib,kinase inhibitor,NA,NA,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,PIQCTGMSNWUMAF-UHFFFAOYSA-N
CCMSLIB00012723787,related spectra of 'valsartan (delta mass:-42.05)',CCMSLIB00000078331|CCMSLIB00000079131|CCMSLIB00000209773|CCMSLIB00000209785|CCMSLIB00005772245|CCMSLIB00005773820|CCMSLIB00005774674|CCMSLIB00006116255|CCMSLIB00006116257|CCMSLIB00006680041|CCMSLIB00006685103|CCMSLIB00010140221|CCMSLIB00010147620,-42.05,1427,Drug_analog,valsartan,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,angiotensin receptor antagonist,ACWBQPMHZXGDFX-QFIPXVFZSA-N
CCMSLIB00012723788,related spectra of 'protirelin (delta mass:31.99)',CCMSLIB00010143639|CCMSLIB00010143640|CCMSLIB00010143642,31.99,1428,Drug_analog,protirelin,tests for thyreoidea function,radiology,thyroid function diagnostic,thyrotropin releasing hormone receptor agonist,XNSAINXGIQZQOO-SRVKXCTJSA-N
CCMSLIB00012723789,related spectra of 'ergocalciferol (delta mass:-2.02)',CCMSLIB00010114654,-2.02,1429,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723790,related spectra of 'ergocalciferol (delta mass:-1.98)',CCMSLIB00010114654,-1.98,1430,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723791,"related spectra of 'benazepril (delta mass:-28.04)', 'benazepril (delta mass:-28.03)'",CCMSLIB00000005373|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1431,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723792,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1432,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723793,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1433,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723794,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133142|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1434,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723795,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1435,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723796,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1436,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723797,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1437,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723798,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1438,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723799,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005373|CCMSLIB00010133143|CCMSLIB00010133144|CCMSLIB00010133147,-28.03,1439,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723800,related spectra of 'hydroxyprogesterone caproate (delta mass:-31.99)',CCMSLIB00005764750|CCMSLIB00005766981,-31.99,1440,Drug_analog|Low_confidence,hydroxyprogesterone caproate,no_match,obstetrics/gynecology,spontaneous preterm birth,progesterone receptor agonist,DOMWKUIIPQCAJU-LJHIYBGHSA-N
CCMSLIB00012723801,related spectra of 'quetiapine (delta mass:13.98)',CCMSLIB00000084788|CCMSLIB00000085848|CCMSLIB00003140182,13.98,1441,Drug_analog,quetiapine,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,URKOMYMAXPYINW-UHFFFAOYSA-N
CCMSLIB00012723802,related spectra of 'quetiapine (delta mass:13.98)',CCMSLIB00000078279|CCMSLIB00000079141|CCMSLIB00010139369|CCMSLIB00010145184,13.98,1442,Drug_analog,quetiapine,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,URKOMYMAXPYINW-UHFFFAOYSA-N
CCMSLIB00012723803,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005376,-28.03,1443,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723804,related spectra of 'benazepril (delta mass:-28.03)',CCMSLIB00000005376,-28.03,1444,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723805,related spectra of 'lactulose (delta mass:12.04)',CCMSLIB00006122276|CCMSLIB00006122278|CCMSLIB00006122280|CCMSLIB00006122282|CCMSLIB00006122284,12.04,1445,Drug_analog|Low_confidence,lactulose,osmotic laxative,gastroenterology,portal-systemic encephalopathy (PSE)|constipation,laxative,JCQLYHFGKNRPGE-FCVZTGTOSA-N
CCMSLIB00012723806,related spectra of 'desonide (delta mass:-18.01)',CCMSLIB00005774991|CCMSLIB00005775479,-18.01,1446,Drug_analog,desonide,corticosteroid,dermatology,corticosteroid-responsive dermatoses,glucocorticoid receptor agonist,WBGKWQHBNHJJPZ-LECWWXJVSA-N
CCMSLIB00012723807,related spectra of 'enoxolone (delta mass:-54.03)',CCMSLIB00010118337,-54.03,1447,Drug_analog,enoxolone,no_match,NA,NA,gap junction modulator,MPDGHEJMBKOTSU-YKLVYJNSSA-N
CCMSLIB00012723808,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1448,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723809,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1449,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723810,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1450,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723811,related spectra of 'betulinic acid (delta mass:-40.03)',CCMSLIB00010124192,-40.03,1451,Drug_analog,betulinic acid,no_match,NA,NA,apoptosis stimulant|NFkB pathway inhibitor,QGJZLNKBHJESQX-FZFNOLFKSA-N
CCMSLIB00012723812,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1452,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723813,related spectra of 'betulinic acid (delta mass:-40.03)',CCMSLIB00010112869,-40.03,1453,Drug_analog,betulinic acid,no_match,NA,NA,apoptosis stimulant|NFkB pathway inhibitor,QGJZLNKBHJESQX-FZFNOLFKSA-N
CCMSLIB00012723814,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1454,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723815,related spectra of 'ergocalciferol (delta mass:1.98)',CCMSLIB00010125983,1.98,1455,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723816,related spectra of 'pantoprazole (delta mass:34.01)',CCMSLIB00010142393,34.01,1456,Drug_analog,pantoprazole,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome,ATPase inhibitor,IQPSEEYGBUAQFF-UHFFFAOYSA-N
CCMSLIB00012723817,related spectra of 'fursultiamine (delta mass:1.0)',CCMSLIB00010141022|CCMSLIB00010141026,1,1457,Drug_analog,fursultiamine,"vitamin B1, plain",metabolism,thiamine deficiency,vitamin B1 derivate,JTLXCMOFVBXEKD-FOWTUZBSSA-N
CCMSLIB00012723818,related spectra of 'quetiapine (delta mass:15.99)',CCMSLIB00000006403,15.99,1458,Drug_analog,quetiapine,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,ZNPNOVHKCAAQCG-UHFFFAOYSA-N
CCMSLIB00012723819,related spectra of 'diltiazem (delta mass:-14.02)',CCMSLIB00000078321|CCMSLIB00000572863|CCMSLIB00000572963|CCMSLIB00003135470|CCMSLIB00003135521|CCMSLIB00005735865|CCMSLIB00005736434|CCMSLIB00006116363|CCMSLIB00006684374,-14.02,1459,Drug_analog,diltiazem,nondihydropyridine calcium channel blocker,cardiology,hypertension|angina pectoris,calcium channel blocker,HSUGRBWQSSZJOP-RTWAWAEBSA-N|HSUGRBWQSSZJOP-UHFFFAOYSA-N
CCMSLIB00012723820,related spectra of 'diltiazem (delta mass:-14.02)',CCMSLIB00000078321|CCMSLIB00000572753|CCMSLIB00000572863|CCMSLIB00000572963|CCMSLIB00003135470|CCMSLIB00003135521|CCMSLIB00005731766|CCMSLIB00005735865|CCMSLIB00005736434|CCMSLIB00006116363|CCMSLIB00006116366|CCMSLIB00006116368|CCMSLIB00006116369|CCMSLIB00006116371|CCMSLIB00006116373|CCMSLIB00006679906|CCMSLIB00006684335|CCMSLIB00006684374,-14.02,1460,Drug_analog,diltiazem,nondihydropyridine calcium channel blocker,cardiology,hypertension|angina pectoris,calcium channel blocker,HSUGRBWQSSZJOP-RTWAWAEBSA-N|HSUGRBWQSSZJOP-UHFFFAOYSA-N
CCMSLIB00012723821,"related spectra of 'fursultiamine (delta mass:2.02)', 'fursultiamine (delta mass:2.0)'",CCMSLIB00010141022,2.02|2.00,1461,Drug_analog,fursultiamine,"vitamin B1, plain",metabolism,thiamine deficiency,vitamin B1 derivate,JTLXCMOFVBXEKD-FOWTUZBSSA-N
CCMSLIB00012723822,related spectra of 'irbesartan (delta mass:-28.03)',CCMSLIB00000078173|CCMSLIB00000079128|CCMSLIB00003136255|CCMSLIB00005772775|CCMSLIB00010131632,-28.03,1462,Drug_analog,irbesartan,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,angiotensin receptor antagonist,YOSHYTLCDANDAN-UHFFFAOYSA-N
CCMSLIB00012723823,related spectra of 'ergocalciferol (delta mass:3.99)',CCMSLIB00010125983,3.99,1463,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723824,"related spectra of 'losartan carboxaldehyde (delta mass:-18.01)', 'losartan (delta mass:-20.03)'",CCMSLIB00000085308|CCMSLIB00003061262,-18.01|-20.03,1464,Drug_analog,losartan|losartan carboxaldehyde,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,angiotensin receptor antagonist,PSIFNNKUMBGKDQ-UHFFFAOYSA-N|FQZSMTSTFMNWQF-UHFFFAOYSA-N
CCMSLIB00012723825,related spectra of 'losartan (delta mass:-18.01)',CCMSLIB00000572307|CCMSLIB00000572566|CCMSLIB00000579704|CCMSLIB00000841586|CCMSLIB00000841926|CCMSLIB00003061260|CCMSLIB00005732878|CCMSLIB00005736096,-18.01,1465,Drug_analog,losartan,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,angiotensin receptor antagonist,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
CCMSLIB00012723826,related spectra of 'nimodipine (delta mass:-14.02)',CCMSLIB00000078273|CCMSLIB00000079086,-14.02,1466,Drug_analog,nimodipine,dihydropyridine calcium channel blocker,neurology/psychiatry,subarachnoid hemorrhage|cerebral vasospasm,calcium channel blocker,UIAGMCDKSXEBJQ-UHFFFAOYSA-N
CCMSLIB00012723827,related spectra of 'ampicillin (delta mass:57.02)',CCMSLIB00006684585,57.02,1467,Drug_analog,ampicillin,penicillin class antibacterial,infectious disease,respiratory tract infections|meningitis|bacterial septicemia|endocarditis|urinary tract infections|gastrointestinal infections,bacterial cell wall synthesis inhibitor,AVKUERGKIZMTKX-NJBDSQKTSA-N
CCMSLIB00012723828,related spectra of 'treprostinil (delta mass:16.03)',CCMSLIB00010135684,16.03,1468,Drug_analog,treprostinil,prostacycline vasodilator,pulmonary,pulmonary arterial hypertension (PAH),prostanoid receptor agonist,PAJMKGZZBBTTOY-ZFORQUDYSA-N
CCMSLIB00012723829,related spectra of 'betulinic acid (delta mass:-31.99)',CCMSLIB00010112869,-31.99,1469,Drug_analog,betulinic acid,no_match,NA,NA,apoptosis stimulant|NFkB pathway inhibitor,QGJZLNKBHJESQX-FZFNOLFKSA-N
CCMSLIB00012723830,"related spectra of 'griseofulvin (delta mass:58.0)', 'griseofulvin (delta mass:58.01)'",CCMSLIB00004692129,58.01,1470,Drug_analog,griseofulvin,tubulin inhibiting agent,infectious disease,ringworm|tinea pedis|fungal infections,tubulin polymerization inhibitor,DDUHZTYCFQRHIY-RBHXEPJQSA-N
CCMSLIB00012723831,"related spectra of 'enoxolone (delta mass:-44.03)', 'carbenoxolone (delta mass:-162.05)'",CCMSLIB00010118337|CCMSLIB00010134949,-44.03|-162.05,1471,Drug_analog,enoxolone|carbenoxolone,no_match,NA|gastroenterology|dental,NA|peptic ulcer disease (PUD)|mouth inflammation,gap junction modulator|11-beta hydroxysteroid dehydrogenase inhibitor,MPDGHEJMBKOTSU-YKLVYJNSSA-N|OBZHEBDUNPOCJG-WBXJDKIVSA-N
CCMSLIB00012723832,"related spectra of 'benazepril (delta mass:-14.01)', 'benazepril (delta mass:-14.02)'",CCMSLIB00000005371|CCMSLIB00000078084|CCMSLIB00000078919|CCMSLIB00003138869|CCMSLIB00003138892|CCMSLIB00010133143|CCMSLIB00010133145|CCMSLIB00010133148,-14.02,1472,Drug_analog,benazepril,angiotensin converting enzyme inhibitor,cardiology|nephrology,hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease,angiotensin converting enzyme inhibitor,XPCFTKFZXHTYIP-PMACEKPBSA-N
CCMSLIB00012723833,related spectra of 'neoandrographolide (delta mass:-68.06)',CCMSLIB00004697637|CCMSLIB00004697638,-68.06,1473,Drug_analog,neoandrographolide,no_match,no_match,no_match,no_match,YGCYRQKJYWQXHG-RDNQFMDVSA-N
CCMSLIB00012723834,related spectra of 'neoandrographolide (delta mass:-68.06)',CCMSLIB00004697637|CCMSLIB00004697638,-68.06,1474,Drug_analog,neoandrographolide,no_match,no_match,no_match,no_match,YGCYRQKJYWQXHG-RDNQFMDVSA-N
CCMSLIB00012723835,related spectra of 'neoandrographolide (delta mass:-68.06)',CCMSLIB00004697638,-68.06,1475,Drug_analog,neoandrographolide,no_match,no_match,no_match,no_match,YGCYRQKJYWQXHG-RDNQFMDVSA-N
CCMSLIB00012723836,related spectra of 'neoandrographolide (delta mass:-68.06)',CCMSLIB00004697637|CCMSLIB00004697638,-68.06,1476,Drug_analog,neoandrographolide,no_match,no_match,no_match,no_match,YGCYRQKJYWQXHG-RDNQFMDVSA-N
CCMSLIB00012723837,related spectra of 'enoxolone (delta mass:-60.02)',CCMSLIB00000567526|CCMSLIB00005733345|CCMSLIB00010118331|CCMSLIB00010118332,-60.02,1477,Drug_analog,enoxolone,no_match,NA,NA,gap junction modulator,MPDGHEJMBKOTSU-YKLVYJNSSA-N
CCMSLIB00012723838,related spectra of 'enoxolone (delta mass:-59.98)',CCMSLIB00004691638|CCMSLIB00004704573,-59.98,1478,Drug_analog,enoxolone,no_match,NA,NA,gap junction modulator,MPDGHEJMBKOTSU-YKLVYJNSSA-N
CCMSLIB00012723839,related spectra of 'betulinic acid (delta mass:-27.99)',CCMSLIB00010124192,-27.99,1479,Drug_analog,betulinic acid,no_match,NA,NA,apoptosis stimulant|NFkB pathway inhibitor,QGJZLNKBHJESQX-FZFNOLFKSA-N
CCMSLIB00012723840,related spectra of 'ergocalciferol (delta mass:14.02)',CCMSLIB00010125983,14.02,1480,Drug_analog|Low_confidence,ergocalciferol,provitamin D2 compound,endocrinology,hypoparathyroidism|rickets|hypophosphatemia,vitamin analog,MECHNRXZTMCUDQ-RKHKHRCZSA-N
CCMSLIB00012723841,related spectra of 'sulfasalazine (delta mass:14.02)',CCMSLIB00000078940|CCMSLIB00000206404|CCMSLIB00005771479,14.02,1481,Drug_analog,sulfasalazine,aminosalicylate,gastroenterology|rheumatology,ulcerative colitis|Crohn's disease|rheumatoid arthritis,cyclooxygenase inhibitor,NCEXYHBECQHGNR-UHFFFAOYSA-N|OQANPHBRHBJGNZ-UHFFFAOYSA-N
CCMSLIB00012723842,"related spectra of 'budesonide (delta mass:-17.99)', 'budesonide (delta mass:-18.01)', 'desonide (delta mass:-3.99)'",CCMSLIB00000004381|CCMSLIB00000004382|CCMSLIB00000078086|CCMSLIB00003138596|CCMSLIB00005466082|CCMSLIB00005762258|CCMSLIB00005772524|CCMSLIB00005773298|CCMSLIB00005775052|CCMSLIB00005775479|CCMSLIB00005776359|CCMSLIB00010147745|CCMSLIB00010147746,-18.01|-3.99,1482,Drug_analog,budesonide|desonide,corticosteroid,gastroenterology|pulmonary|allergy|dermatology,Crohn's disease|asthma|COPD|allergic rhinitis|corticosteroid-responsive dermatoses,glucocorticoid receptor agonist,VOVIALXJUBGFJZ-KWVAZRHASA-N|VOVIALXJUBGFJZ-VXKMTNQYSA-N|WBGKWQHBNHJJPZ-LECWWXJVSA-N
CCMSLIB00012723843,"related spectra of 'budesonide (delta mass:-18.01)', 'desonide (delta mass:-4.0)'",CCMSLIB00000004382|CCMSLIB00005762258|CCMSLIB00005772524|CCMSLIB00005774991|CCMSLIB00005775052|CCMSLIB00005776359,-18.01|-4.00,1483,Drug_analog,budesonide|desonide,corticosteroid,gastroenterology|pulmonary|allergy|dermatology,Crohn's disease|asthma|COPD|allergic rhinitis|corticosteroid-responsive dermatoses,glucocorticoid receptor agonist,VOVIALXJUBGFJZ-KWVAZRHASA-N|VOVIALXJUBGFJZ-VXKMTNQYSA-N|WBGKWQHBNHJJPZ-LECWWXJVSA-N
